name,manufacturer,msrp,nvme_slot_count,ethernet,photo,socket,form_factor,max_memory,memory_slots,color
Gigabyte H410M S2 V3,Gigabyte ,,,,,LGA1200,Micro ATX,64,2,Black / Gray
Asus PRIME H270M-PLUS,Asus ,,,,,LGA1151,Micro ATX,64,4,Black / Silver
Asus ROG STRIX Z490-F GAMING,Asus ,,,,,LGA1200,ATX,128,4,Black
Asus PRIME B650M-R,Asus ,,,,,AM5,Micro ATX,96,2,Silver / Black
ASRock H670 Steel Legend,ASRock ,165.99,,,,LGA1700,ATX,128,4,Silver / Gray
Asus Z10PA-D8,Asus ,,,,,2 x LGA2011-3,ATX,512,8,Blue / White
Asus P8Z77-V LX,Asus ,,,,,LGA1155,ATX,32,4,Black / Blue
Gigabyte B560M AORUS PRO AX,Gigabyte ,,,,,LGA1200,Micro ATX,128,4,Black / Silver
Gigabyte B660M AORUS Pro AX DDR4,Gigabyte ,,,,,LGA1700,Micro ATX,128,4,Black
MSI B250M GAMING PRO,MSI ,,,,,LGA1151,Micro ATX,32,2,Black / Red
MSI PRO B650-VC WIFI,MSI ,,,,,AM5,ATX,192,4,Black / Silver
Asus Pro B660M-C D4-CSM,Asus ,129.99,,,,LGA1700,Micro ATX,128,4,Green / Black
ASRock Z690 Steel Legend,ASRock ,,,,,LGA1700,ATX,128,4,Silver / Black
NZXT N7 Z590,NZXT ,,,,,LGA1200,ATX,128,4,Black
Asus ROG STRIX Z490-G GAMING (WI-FI),Asus ,,,,,LGA1200,Micro ATX,128,4,Black
Asus ROG STRIX B560-F GAMING WIFI,Asus ,,,,,LGA1200,ATX,128,4,Black / Silver
MSI MEG Z490I UNIFY,MSI ,,,,,LGA1200,Mini ITX,64,2,Black / Silver
Asus H110-PLUS,Asus ,,,,,LGA1151,ATX,32,2,Black / Gold
Gigabyte Z390 D,Gigabyte ,,,,,LGA1151,ATX,128,4,Black / Silver
MSI MEG Z690 UNIFY-X,MSI ,,,,,LGA1700,ATX,96,2,Black / Silver
MSI Big Bang-Marshal (B3),MSI ,,,,,LGA1155,XL ATX,32,4,Black / Blue
Gigabyte Z370 AORUS Gaming 5 (rev. 1.0),Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Silver
MSI MAG Z690M MORTAR WIFI,MSI ,,,,,LGA1700,Micro ATX,192,4,Silver / Black
Gigabyte X299 UD4 Pro,Gigabyte ,389.99,,,,LGA2066,ATX,128,8,Black
Gigabyte B550M S2H,Gigabyte ,,,,,AM4,Micro ATX,64,2,Black / Silver
Gigabyte GA-H61M-DS2,Gigabyte ,,,,,LGA1155,Micro ATX,16,2,Blue / White
Asus SABERTOOTH X99,Asus ,,,,,LGA2011-3,ATX,64,8,Brown / Black
Asus ROG Strix Z370-H Gaming,Asus ,,,,,LGA1151,ATX,64,4,Black / Red
MSI X470 GAMING PRO CARBON,MSI ,,,,,AM4,ATX,64,4,Black / Silver
Gigabyte B460M DS3H,Gigabyte ,,,,,LGA1200,Micro ATX,128,4,Black / Silver
MSI MEG B550 UNIFY,MSI ,,,,,AM4,ATX,128,4,Black / Silver
MSI MEG Z590 UNIFY,MSI ,,,,,LGA1200,ATX,128,4,Black
MSI MPG Z790 CARBON MAX WIFI,MSI ,,,,,LGA1700,ATX,192,4,Black
ASRock X370 KILLER SLI/ac,ASRock ,,,,,AM4,ATX,64,4,Black / White
MSI B360M MORTAR,MSI ,,,,,LGA1151,Micro ATX,64,4,Black
Gigabyte B560M DS3H,Gigabyte ,,,,,LGA1200,Micro ATX,128,4,Black
Gigabyte A620M H (rev. 1.0),Gigabyte ,,,,,AM5,Micro ATX,96,2,Black
ASRock B760M-C,ASRock ,,,,,LGA1700,Micro ATX,192,4,Black / Silver
ASRock Z390 Extreme4,ASRock ,199.99,,,,LGA1151,ATX,128,4,Black
Asus PRIME B650M-A II,Asus ,,,,,AM5,Micro ATX,192,4,Silver / Black
Gigabyte B450M H,Gigabyte ,,,,,AM4,Micro ATX,32,2,Black
Asus PRIME X670-P-CSM,Asus ,,,,,AM5,ATX,192,4,Silver / Black
Gigabyte B660 AORUS Master DDR4,Gigabyte ,313.12,,,,LGA1700,ATX,128,4,Black
Gigabyte GA-AB350N-Gaming WIFI (rev. 1.0),Gigabyte ,,,,,AM4,Mini ITX,32,2,Black / Red
NZXT N7 Z390,NZXT ,,,,,LGA1151,ATX,64,4,White / Black
Gigabyte B550M AORUS PRO,Gigabyte ,,,,,AM4,Micro ATX,128,4,Black / Silver
Biostar B660T-SILVER,Biostar ,,,,,LGA1700,Mini ITX,64,2,Silver / Black
ASRock Z590 Pro4,ASRock ,,,,,LGA1200,ATX,128,4,Black / Silver
ECS G31T-M7,ECS ,,,,,LGA775,Micro ATX,4,2,Multicolor
Asus Q170M-C/CSM,Asus ,,,,,LGA1151,Micro ATX,64,4,Black / Gold
Asus ROG MAXIMUS XI HERO,Asus ,,,,,LGA1151,ATX,128,4,Black / Silver
ASRock H310M-HDV/M.2,ASRock ,199.99,,,,LGA1151,Micro ATX,32,2,Black / Silver
Gigabyte Z590I AORUS ULTRA,Gigabyte ,509,,,,LGA1200,Mini ITX,64,2,Black
Asus TUF GAMING B550M-ZAKU (WI-FI),Asus ,,,,,AM4,Micro ATX,128,4,Black / Red
Gigabyte GA-B75M-D3H,Gigabyte ,,,,,LGA1155,Micro ATX,32,4,Blue / White
Gigabyte GA-H81M-DS2,Gigabyte ,,,,,LGA1150,Micro ATX,16,2,Black
Gigabyte Z590I VISION D,Gigabyte ,,,,,LGA1200,Mini ITX,64,2,Black / White
Intel DQ45CB,Intel ,,,,,LGA775,Micro ATX,8,4,Green / Blue
MSI Z170-A PRO,MSI ,,,,,LGA1151,ATX,64,4,Brown / Black
EVGA Z790 CLASSIFIED,EVGA ,,,,,LGA1700,EATX,128,4,Black
Asus PRIME A620-PLUS WIFI6,Asus ,,,,,AM5,ATX,192,4,Silver / Black
ASRock A320M-ITX,ASRock ,,,,,AM4,Mini ITX,32,2,Black / Silver
Gigabyte GA-X79S-UP5-WIFI,Gigabyte ,,,,,LGA2011,EATX,64,8,Black / Blue
Asus X99-DELUXE,Asus ,,,,,LGA2011-3,ATX,64,8,Black / White
MSI Z170A GAMING M7,MSI ,,,,,LGA1151,ATX,64,4,Black / Red
Asus ROG STRIX Z590-F GAMING WIFI,Asus ,,,,,LGA1200,ATX,128,4,Black / Silver
Asus PRIME H670-PLUS D4,Asus ,246.89,,,,LGA1700,ATX,128,4,Silver / Black
MSI MAG B660M MORTAR MAX WIFI DDR4,MSI ,,,,,LGA1700,Micro ATX,128,4,Black / Silver
MSI H61M-P31/W8,MSI ,,,,,LGA1155,Micro ATX,16,2,Black / Blue
Asus H97M-E,Asus ,,,,,LGA1150,Micro ATX,32,4,Black / Gray
MSI Z170A PC MATE,MSI ,,,,,LGA1151,ATX,64,4,Black
MSI X370 GAMING PLUS,MSI ,,,,,AM4,ATX,64,4,Black / Red
MSI B360 GAMING ARCTIC,MSI ,,,,,LGA1151,ATX,64,4,White
ASRock B365 Pro4,ASRock ,,,,,LGA1151,ATX,64,4,Black / Silver
MSI MPG Z490M GAMING EDGE WIFI,MSI ,,,,,LGA1200,Micro ATX,128,4,Black / Silver
MSI A320M PRO-VH,MSI ,,,,,AM4,Micro ATX,64,2,Brown / Black
MSI PRO B650-VC WIFI II,MSI ,,,,,AM5,ATX,96,2,Black / White
Gigabyte B560 AORUS PRO AX,Gigabyte ,294.89,,,,LGA1200,ATX,128,4,Black
Asus WS C246M PRO,Asus ,320.5,,,,LGA1151,Micro ATX,128,4,Black
Asus Pro A620M-DASH-CSM,Asus ,,,,,AM5,Micro ATX,96,2,Green
Asus Z87-Pro,Asus ,,,,,LGA1150,ATX,32,4,Black / Gold
MSI A68HM-E33 V2,MSI ,,,,,FM2+,Micro ATX,32,2,Black
MSI Z170A GAMING PRO CARBON,MSI ,,,,,LGA1151,ATX,64,4,Black / Silver
Asus PRIME Z370-P II,Asus ,,,,,LGA1151,ATX,64,4,Silver / Black
ASRock B460M Pro4/ac,ASRock ,,,,,LGA1200,Micro ATX,128,4,Silver / Black
Gigabyte X670 AORUS ELITE AX (rev. 1.1),Gigabyte ,,,,,AM5,ATX,192,4,Black
Supermicro X10SL7-F,Supermicro ,246.77,,,,LGA1150,Micro ATX,32,4,Black / Green
ASRock Z690 Extreme WiFi 6E,ASRock ,,,,,LGA1700,ATX,128,4,Black / Blue
Asus H81M-E,Asus ,,,,,LGA1150,Micro ATX,16,2,Black / Gold
ASRock H110M-HDV,ASRock ,,,,,LGA1151,Micro ATX,32,2,Black / Orange
Asus STRIX Z270H,Asus ,,,,,LGA1151,ATX,64,4,Black / Silver
Asus TUF Z270 MARK 2,Asus ,,,,,LGA1151,ATX,64,4,Black / Yellow
MSI Z270 PC MATE,MSI ,,,,,LGA1151,ATX,64,4,Black / Silver
Gigabyte X470 AORUS GAMING 5 WIFI,Gigabyte ,,,,,AM4,ATX,64,4,Black / Orange
ASRock X570 PG Velocita,ASRock ,,,,,AM4,ATX,128,4,Black / Silver
Asus H170I-PRO,Asus ,,,,,LGA1151,Mini ITX,32,2,Black / Gold
Gigabyte Z390 M GAMING,Gigabyte ,,,,,LGA1151,Micro ATX,128,4,Black / Red
Asus P7H55-M Pro,Asus ,,,,,LGA1156,Micro ATX,16,4,Black / Blue
Gigabyte GA-H61M-S2PV(R2.0),Gigabyte ,,,,,LGA1155,Micro ATX,16,2,Blue / White
Asus Sabertooth Z77,Asus ,,,,,LGA1155,ATX,32,4,Brown / Black
Asus ROG MAXIMUS VIII HERO ALPHA,Asus ,,,,,LGA1151,ATX,64,4,Black / Red
ASRock B360M-HDV,ASRock ,,,,,LGA1151,Micro ATX,32,2,Black / Silver
MSI MEG Z390 GODLIKE,MSI ,,,,,LGA1151,EATX,128,4,Black
MSI MPG Z590 GAMING FORCE,MSI ,,,,,LGA1200,ATX,128,4,Black
MSI MAG B760M MORTAR MAX WIFI,MSI ,,,,,LGA1700,Micro ATX,192,4,Silver / Black
Asus TUF GAMING B450M-PRO S,Asus ,,,,,AM4,Micro ATX,128,4,Black
Asus Maximus VI Hero,Asus ,,,,,LGA1150,ATX,32,4,
Gigabyte GA-Z170X-Gaming 3,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Red
Gigabyte GA-B365M-H,Gigabyte ,,,,,LGA1151,Micro ATX,32,2,Black / Red
ASRock Z490 Phantom Gaming-ITX/TB3,ASRock ,,,,,LGA1200,Mini ITX,64,2,Black
MSI MAG B460 TORPEDO,MSI ,249.9,,,,LGA1200,ATX,128,4,Black
ASRock B560M Steel Legend,ASRock ,,,,,LGA1200,Micro ATX,128,4,Silver / Black
Asus WS X299 SAGE,Asus ,518.36,,,,LGA2066,SSI CEB,128,8,Black
Gigabyte Z490 AORUS ELITE,Gigabyte ,327.91,,,,LGA1200,ATX,128,4,Black / Silver
Gigabyte Z690I AORUS ULTRA PLUS DDR4 (rev. 1.0),Gigabyte ,,,,,LGA1700,Mini ITX,64,2,
Asus TUF GAMING Z490-PLUS,Asus ,,,,,LGA1200,ATX,128,4,Black
Gigabyte B660M AORUS ELITE AX DDR4,Gigabyte ,,,,,LGA1700,Micro ATX,128,4,Black
Gigabyte GA-H97M-D3H,Gigabyte ,,,,,LGA1150,Micro ATX,32,4,Black / Gold
Biostar AM1MH,Biostar ,,,,,AM1,Micro ATX,16,2,Black / Yellow
MSI H110M PRO-VH PLUS,MSI ,,,,,LGA1151,Micro ATX,32,2,Brown
MSI B350I PRO AC,MSI ,,,,,AM4,Mini ITX,32,2,Brown / Black
Gigabyte X470 AORUS GAMING 7 WIFI,Gigabyte ,,,,,AM4,ATX,64,4,Black / Orange
MSI PRO H610M-B DDR4,MSI ,,,,,LGA1700,Micro ATX,64,2,Black / Silver
Asus Prime A320I-K,Asus ,,,,,AM4,Mini ITX,32,2,Black
ASRock H410M-HDV/M.2,ASRock ,,,,,LGA1200,Micro ATX,64,2,Black
EVGA Z790 DARK K|NGP|N,EVGA ,,,,,LGA1700,EATX,64,2,Black
Asus ROG STRIX B560-G GAMING WIFI,Asus ,,,,,LGA1200,Micro ATX,128,4,Black / Silver
Asus Z170-E,Asus ,,,,,LGA1151,ATX,64,4,Black / Silver
Gigabyte GA-EP45-UD3R,Gigabyte ,,,,,LGA775,ATX,16,4,Multicolor
Asus 970 PRO GAMING/AURA,Asus ,,,,,AM3+,ATX,32,4,Black / Red
Asus H110M-D,Asus ,,,,,LGA1151,Micro ATX,32,2,Black / Silver
Asus TUF X299 MARK 2,Asus ,,,,,LGA2066,ATX,128,8,Black
Asus TUF GAMING B460-PLUS,Asus ,,,,,LGA1200,ATX,128,4,Black / Gold
Gigabyte Z690 AORUS ELITE DDR4,Gigabyte ,249.99,,,,LGA1700,ATX,128,4,Black / Silver
Asus TUF Z390M-PRO GAMING (WI-FI),Asus ,,,,,LGA1151,Micro ATX,128,4,Black / Gold
Supermicro X10DRL-i,Supermicro ,,,,,2 x LGA2011,ATX,512,8,Green
MSI Z170A SLI PLUS,MSI ,,,,,LGA1151,ATX,64,4,Black / Silver
Gigabyte GA-AB350-Gaming,Gigabyte ,,,,,AM4,ATX,64,4,Black / Red
MSI B350M MORTAR,MSI ,,,,,AM4,Micro ATX,64,4,Black / Red
MSI MPG Z590M GAMING EDGE WIFI,MSI ,,,,,LGA1200,Micro ATX,128,4,Black
Asus ROG Rampage VI Extreme Encore,Asus ,,,,,LGA2066,EATX,256,8,Black / Silver
MSI MAG B660 TOMAHAWK EVA e-PROJECT,MSI ,,,,,LGA1700,ATX,192,4,Purple / Black
Gigabyte H370 AORUS Gaming 3 WIFI,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Orange
Gigabyte B550 AORUS PRO,Gigabyte ,,,,,AM4,ATX,128,4,Black / Orange
MSI X79MA-GD45,MSI ,,,,,LGA2011,Micro ATX,64,4,Black / Blue
Gigabyte GA-Z170XP-SLI,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Red
ASRock B250M-HDV,ASRock ,,,,,LGA1151,Micro ATX,32,2,Black / White
Gigabyte H310M H,Gigabyte ,,,,,LGA1151,Micro ATX,32,2,Silver / Brown
Asus ROG STRIX B450-E GAMING,Asus ,,,,,AM4,ATX,64,4,Black
ASRock H81M-VG4 R3.0,ASRock ,,,,,LGA1150,Micro ATX,16,2,Black
Gigabyte A520M DS3H AC,Gigabyte ,,,,,AM4,Micro ATX,128,4,Black
MSI PRO B550-P GEN3,MSI ,,,,,AM4,ATX,128,4,Brown / Black
MSI H510I PRO WIFI,MSI ,,,,,LGA1200,Mini ITX,64,2,Black / Silver
Asus Q87M-E/CSM,Asus ,,,,,LGA1150,Micro ATX,32,4,Black / Gold
Asus H81M-PLUS,Asus ,,,,,LGA1150,Micro ATX,16,2,Black / Gold
MSI B450M BAZOOKA V2,MSI ,,,,,AM4,Micro ATX,64,4,Black
ASRock B760M PG Riptide Wifi,ASRock ,,,,,LGA1700,Micro ATX,192,4,Black
Asus ROG Maximus XIII Extreme,Asus ,684.66,,,,LGA1200,EATX,128,4,Silver / Black
Gigabyte GA-AX370-Gaming K7,Gigabyte ,,,,,AM4,ATX,64,4,Black
ASRock AB350 Gaming-ITX/ac,ASRock ,,,,,AM4,Mini ITX,32,2,Black / Red
Asus M5A99FX PRO R2.0,Asus ,,,,,AM3+,ATX,32,4,Black / Blue
ASRock 990FX Extreme9,ASRock ,,,,,AM3+,ATX,64,4,Black / Gold
Asus Z87-A,Asus ,,,,,LGA1150,ATX,32,4,Black / Gold
Asus Z170-P,Asus ,,,,,LGA1151,ATX,64,4,Black / Gold
Gigabyte GA-B150M-D3H,Gigabyte ,,,,,LGA1151,Micro ATX,64,4,Black / Silver
MSI B150 Gaming M3,MSI ,,,,,LGA1151,ATX,64,4,Black / Red
MSI B250 PC MATE,MSI ,,,,,LGA1151,ATX,64,4,Black / White
ASRock X470 Master SLI/AC,ASRock ,,,,,AM4,ATX,64,4,Black / Silver
Gigabyte B660 GAMING X DDR4,Gigabyte ,,,,,LGA1700,ATX,128,4,Black
Asus Pro WS X570-ACE,Asus ,589,,,,AM4,ATX,128,4,Black
MSI B560M PRO-VDH,MSI ,,,,,LGA1200,Micro ATX,128,4,Black
Biostar Z690A VALKYRIE,Biostar ,,,,,LGA1700,ATX,128,4,Black / Gray
Asus X99-A,Asus ,,,,,LGA2011-3,ATX,64,8,Black / Silver
ASRock C236 WSI,ASRock ,,,,,LGA1151,Mini ITX,32,2,Green / Blue
Gigabyte GA-Z270X-Ultra Gaming,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Silver
MSI B360M PRO-VDH,MSI ,,,,,LGA1151,Micro ATX,64,4,Black
ASRock A520M/ac,ASRock ,,,,,AM4,Micro ATX,64,2,Black / Silver
Asus PRIME H610M-A WIFI-CSM,Asus ,,,,,LGA1700,Micro ATX,96,2,Black
Asus PRIME B560M-K,Asus ,,,,,LGA1200,Micro ATX,64,2,Silver / Black
Asus STRIX H270F GAMING,Asus ,,,,,LGA1151,ATX,64,4,Black / Silver
ASRock X470 Taichi,ASRock ,,,,,AM4,ATX,64,4,Black / Silver
MSI MEG X570 GODLIKE,MSI ,,,,,AM4,EATX,128,4,Black
Asus Z590 WIFI GUNDAM EDITION,Asus ,,,,,LGA1200,ATX,128,4,Black / White
Gigabyte B760 AORUS ELITE,Gigabyte ,267.5,,,,LGA1700,ATX,192,4,Black
ASRock B560 Pro4,ASRock ,,,,,LGA1200,ATX,128,4,Silver / Black
Asus H170 PRO GAMING,Asus ,,,,,LGA1151,ATX,64,4,Black / Red
Supermicro X10SRA,Supermicro ,,,,,LGA2011-3,ATX,512,8,Black / Blue
ASRock AB350M,ASRock ,,,,,AM4,Micro ATX,32,2,Black / White
Gigabyte Z690I AORUS ULTRA LITE DDR4 (rev. 1.0),Gigabyte ,,,,,LGA1700,Mini ITX,64,2,Silver / Black
ASRock B650 Pro RS WiFi,ASRock ,,,,,AM5,ATX,192,4,Silver / Black
MSI MAG B760M MORTAR,MSI ,,,,,LGA1700,Micro ATX,192,4,Silver / Black
Gigabyte B650M AORUS ELITE,Gigabyte ,,,,,AM5,Micro ATX,192,4,Black
Biostar H610MHP,Biostar ,,,,,LGA1700,Micro ATX,64,2,Brown / Black
Asus PRIME Z590-V,Asus ,,,,,LGA1200,ATX,128,4,Silver / Black
Gigabyte X570S GAMING X,Gigabyte ,,,,,AM4,ATX,128,4,Black / Silver
Gigabyte GA-990FXA-UD3,Gigabyte ,,,,,AM3+,ATX,32,4,Black / Silver
Asus PRIME X399-A,Asus ,,,,,sTR4,EATX,128,8,Black / Silver
MSI PRO-B660M-A-CEC-WIFI-DDR4,MSI ,,,,,LGA1700,Micro ATX,128,4,Black / Silver
Biostar B650MT,Biostar ,,,,,AM5,Micro ATX,96,2,Black / Silver
MSI MAG B660 TOMAHAWK WIFI,MSI ,,,,,LGA1700,ATX,192,4,Black / Silver
ASRock B660M Steel Legend,ASRock ,,,,,LGA1700,Micro ATX,128,4,Silver / Black
Asus M5A97 LE R2.0,Asus ,,,,,AM3+,ATX,32,4,Black / Blue
Gigabyte GA-Z170-HD3,Gigabyte ,,,,,LGA1151,ATX,64,4,Black / Gold
MSI H110M PRO-D,MSI ,,,,,LGA1151,Micro ATX,32,2,Black / Silver
Gigabyte GA-78LMT-USB3 R2,Gigabyte ,,,,,AM3+,Micro ATX,32,4,Black
Gigabyte C246-WU4,Gigabyte ,,,,,LGA1151,ATX,128,4,Black / Silver
Asus TUF B450-Pro Gaming,Asus ,,,,,AM4,ATX,64,4,Black
Gigabyte GA-AB350M-DS3H V2,Gigabyte ,,,,,AM4,Micro ATX,64,4,Black
Asus PRIME H510M-A/CSM,Asus ,165.35,,,,LGA1200,Micro ATX,64,2,Black / Silver
ASRock EP2C602-4L/D16,ASRock ,,,,,2 x LGA2011,SSI EEB,512,16,Blue / White
MSI Z270 GAMING PLUS,MSI ,,,,,LGA1151,ATX,64,4,Black / Red
Asus PRIME B560-PLUS AC-HES,Asus ,,,,,LGA1200,ATX,128,4,Silver / Black
Asus P10S WS,Asus ,,,,,LGA1151,ATX,64,4,Black
ASRock Z590M-ITX/ax,ASRock ,,,,,LGA1200,Mini ITX,64,2,Silver / Black
Asus PRIME B760M-PLUS,Asus ,,,,,LGA1700,Micro ATX,192,4,Silver / Black
Asus X79 Deluxe,Asus ,,,,,LGA2011,ATX,64,8,Black / Gold
Gigabyte GA-Z97X-Gaming 3,Gigabyte ,,,,,LGA1150,ATX,32,4,Black / Red
Gigabyte GA-X99M-GAMING 5,Gigabyte ,,,,,LGA2011-3,Micro ATX,32,4,Black / Red
MSI B365M-PRO-VH,MSI ,,,,,LGA1151,Micro ATX,32,2,Black
ASRock B660M Pro RS/D5,ASRock ,,,,,LGA1700,Micro ATX,192,4,Black / Gray
Gigabyte B760M AORUS PRO AX,Gigabyte ,,,,,LGA1700,Micro ATX,192,4,Black / Silver
Asus ROG STRIX B660-G GAMING WIFI,Asus ,,,,,LGA1700,Micro ATX,128,4,Black
ASRock H610M-HDV/M.2 R2.0,ASRock ,,,,,LGA1700,Micro ATX,64,2,Silver / Black
Asus P5QProTurbo,Asus ,,,,,LGA775,ATX,16,4,Multicolor
Asus P8Z77-V LK,Asus ,,,,,LGA1155,ATX,32,4,Black / Blue
Asus PRIME H270-PLUS-CSM,Asus ,,,,,LGA1151,ATX,64,4,Black / Silver
MSI Z370M MORTAR,MSI ,,,,,LGA1151,Micro ATX,64,4,Black / Red
MSI B450M PRO-VDH PLUS,MSI ,,,,,AM4,Micro ATX,64,4,Black
Gigabyte Z490 UD,Gigabyte ,,,,,LGA1200,ATX,128,4,Black / Silver
MSI PRO B760M-E,MSI ,,,,,LGA1700,Micro ATX,96,2,Black
ASRock Z390M-ITX/ac,ASRock ,,,,,LGA1151,Mini ITX,64,2,Black / Silver
MSI PRO Z790-P,MSI ,,,,,LGA1700,ATX,192,4,Black / Silver
Asus STRIX B250F GAMING,Asus ,,,,,LGA1151,ATX,64,4,Black / Silver
MSI Z370 GAMING M5,MSI ,,,,,LGA1151,ATX,64,4,Black
Asus Prime B360-Plus,Asus ,,,,,LGA1151,ATX,64,4,Black / Gray
MSI MEG Z690 GODLIKE,MSI ,,,,,LGA1700,EATX,192,4,Black / Silver
Gigabyte Z690M AORUS ELITE DDR4,Gigabyte ,,,,,LGA1700,Micro ATX,128,4,Black
Asus PRIME A320M-E,Asus ,207,,,,AM4,Micro ATX,64,2,Black / Silver
Asus Z170-K,Asus ,,,,,LGA1151,ATX,64,4,Black / Gold
ASRock H110M-DGS,ASRock ,,,,,LGA1151,Micro ATX,32,2,Black / Orange
MSI B250M MORTAR,MSI ,,,,,LGA1151,Micro ATX,64,4,Black / Red
Biostar TB250-BTC,Biostar ,,,,,LGA1151,ATX,32,2,Black / Yellow
Asus ROG ZENITH EXTREME,Asus ,,,,,sTR4,EATX,128,8,Black / Silver
Gigabyte B760M GAMING WIFI,Gigabyte ,,,,,LGA1700,Micro ATX,96,2,Silver / Black
Biostar B550MX/E PRO,Biostar ,,,,,AM4,Micro ATX,128,4,Black / Silver
Asus B85M-E/CSM,Asus ,,,,,LGA1150,Micro ATX,32,4,Black / Gold
Gigabyte B660 DS3H AX DDR4,Gigabyte ,,,,,LGA1700,ATX,128,4,Black
Asus PRIME Z590M-PLUS,Asus ,,,,,LGA1200,Micro ATX,128,4,Silver / Black
Gigabyte B650M C V2,Gigabyte ,,,,,AM5,Micro ATX,192,4,Black / Gray
Gigabyte Z370XP SLI (rev. 1.0),Gigabyte ,,,,,LGA1151,ATX,64,4,Black / White
Asus Crosshair V Formula-Z,Asus ,,,,,AM3+,ATX,32,4,Black / Red
Asus RAMPAGE V EXTREME,Asus ,,,,,LGA2011-3,EATX,64,8,Black / Red
Asus Z10PE-D8 WS,Asus ,,,,,2 x LGA2011-3,SSI EEB,512,8,Black / Gold
MSI B450M PRO-M2,MSI ,,,,,AM4,Micro ATX,32,2,Brown / Black
Asus TUF B360M-PLUS GAMING S,Asus ,,,,,LGA1151,Micro ATX,64,4,Black / Gold
Asus PRIME Z490-V,Asus ,,,,,LGA1200,ATX,128,4,Black / Silver
ASRock H610M/ac,ASRock ,,,,,LGA1700,Micro ATX,64,2,Silver / Black
ASRock H510M-HVS,ASRock ,,,,,LGA1200,Micro ATX,64,2,Silver / Black
MSI MEG Z490 UNIFY,MSI ,,,,,LGA1200,ATX,128,4,Black / Silver
Asus Sabertooth X58,Asus ,,,,,LGA1366,ATX,24,6,Brown / Black
Asus MAXIMUS VII IMPACT,Asus ,,,,,LGA1150,Mini ITX,16,2,Black / Red
MSI B250M PRO-VDH,MSI ,,,,,LGA1151,Micro ATX,64,4,Brown / Black
ASRock X370 Taichi,ASRock ,,,,,AM4,ATX,64,4,Black / White
ASRock Z370 Killer SLI/ac,ASRock ,,,,,LGA1151,ATX,64,4,Black / Silver
ASRock Z370M-ITX/ac,ASRock ,,,,,LGA1151,Mini ITX,32,2,Black / Silver
Gigabyte B560M AORUS ELITE,Gigabyte ,,,,,LGA1200,Micro ATX,128,4,Black
Biostar B550T-SILVER,Biostar ,,,,,AM4,Mini ITX,64,2,Black / Silver
MSI PRO B760M-G DDR4,MSI ,179.01,,,,LGA1700,Micro ATX,64,2,Black
Asus CROSSHAIR VI HERO (WI-FI AC),Asus ,,,,,AM4,ATX,64,4,Black / Gray
Supermicro C9X299-PGF,Supermicro ,889.99,,,,LGA2066,ATX,128,8,Black
MSI Z370 GAMING PRO CARBON AC,MSI ,,,,,LGA1151,ATX,64,4,Black
Gigabyte GA-Z97-HD3,Gigabyte ,,,,,LGA1150,ATX,32,4,Black / Gold
Gigabyte GA-H97N-WIFI,Gigabyte ,,,,,LGA1150,Mini ITX,16,2,Black / Silver
Asus MAXIMUS VIII RANGER,Asus ,,,,,LGA1151,ATX,64,4,Black / Red
MSI H110M Pro-VD,MSI ,,,,,LGA1151,Micro ATX,32,2,Black / Silver
Asus ROG MAXIMUS X HERO,Asus ,,,,,LGA1151,ATX,64,4,Black
MSI MAG B460 TOMAHAWK,MSI ,,,,,LGA1200,ATX,128,4,Black / Silver
MSI B560M PRO,MSI ,,,,,LGA1200,Micro ATX,64,2,Black
Gigabyte GA-78LMT-S2,Gigabyte ,,,,,AM3+,Micro ATX,16,2,Blue / White
Asus Z97-K/CSM,Asus ,,,,,LGA1150,ATX,32,4,Black / Gold
MSI Z170A GAMING M3,MSI ,,,,,LGA1151,ATX,64,4,Black / Red
MSI B150 PC Mate,MSI ,,,,,LGA1151,ATX,64,4,Black / Silver
ASRock 970A-G/3.1,ASRock ,,,,,AM3+/AM3,ATX,64,4,Black / Red
Gigabyte GA-H110-D3A,Gigabyte ,,,,,LGA1151,ATX,32,2,Black
Gigabyte H410M S2H,Gigabyte ,,,,,LGA1200,Micro ATX,64,2,Black / Silver
Gigabyte B550M GAMING,Gigabyte ,,,,,AM4,Micro ATX,64,2,Black / Silver
Asus PRIME B650-PLUS-CSM,Asus ,,,,,AM5,ATX,192,4,Silver / Black
Biostar Z690GTA,Biostar ,,,,,LGA1700,ATX,128,4,Blue / Black
MSI MAG B660M MORTAR WIFI,MSI ,,,,,LGA1700,Micro ATX,192,4,Silver / Black
Asus ROG STRIX B365-F GAMING,Asus ,,,,,LGA1151,ATX,64,4,
Asus TUF GAMING Z590-PLUS,Asus ,,,,,LGA1200,ATX,128,4,Black
Supermicro H8DG6-F,Supermicro ,,,,,2 x G34,EATX,512,16,Black / Blue
ASRock X99 Taichi,ASRock ,,,,,LGA2011-3,ATX,128,8,Black / White
MSI H110M PRO-VD PLUS,MSI ,,,,,LGA1151,Micro ATX,32,2,Black / White
Asus STRIX Z270G,Asus ,,,,,LGA1151,Micro ATX,64,4,Black / Silver
